Descripció,Norm,Art,Ap,Sub,Nº,Imp. mín.,Imp. màx.,Import,Bo,Ex,Punts,Esp.,Seq.
EFECTUAR UN AVANÇAMENT QUAN EL CONDUCTOR DEL VEHICLE QUE EL PRECEDEIX EN EL MATEIX CARRIL JA HA INDICAT EL SEU PROPÒSIT DE DESPLAÇAR-SE CAP EL MATEIX COSTAT,RGC,84,2,,1,200,200,200,L,N,0,,6001
"AVANÇAR UN VEHICLE QUE JA ESTAVA AVANTÇANT-NE UN ALTRE, DE MANERA QUE S'ENVAEIX LA PART DE LA CALÇADA RESERVADA A LA CIRCULACIÓ EN SENTIT CONTRARI",RGC,84,2,,2,200,200,200,L,N,0,,6002
AVANÇAR QUAN UN ALTRE CONDUCTOR QUE EL SEGUEIX HA INICIAT LA MANIOBRA D'AVANÇAR AL SEU VEHICLE ,RGC,84,3,,1,200,200,200,L,N,0,,6003
"AVANÇAR SENSE DISPOSAR DE PROU ESPAI PER OCUPAR DE NOU EL MATEIX CARRIL EN ACABAR L'AVANÇAMENT, OBLIGANT A L'AVANÇAT A MANIOBRAR BRUSCAMENT",RGC,84,3,,3,200,200,200,L,N,0,,13690
AVANÇAR SENSE PORTAR DURANT L'EXECUCIÓ DE LA MANIOBRA UNA VELOCITAT NOTÒRIAMENT SUPERIOR A LA DEL VEHICLE AVANÇAT ,RGC,85,1,,1,200,200,200,L,N,0,,6005
AVANÇAR SENSE DEIXAR ENTRE TOTS DOS VEHICLES PROU SEPARACIÓ LATERAL PER FER LA MANIOBRA AMB SEGURETAT ,RGC,85,1,,2,200,200,200,L,N,0,,6006
NO TORNAR AL MATEIX CARRIL SI UNA VEGADA INICIAT L'AVANÇAMENT S'ADONA QUE NO EL POT FER AMB SEGURETAT ,RGC,85,2,,1,200,200,200,L,N,0,,6007
DESISTIR DE L'AVANÇAMENT I TORNAR DE NOU AL SEU CARRIL SENSE ADVERTIR-HO ALS QUE EL SEGUEIXEN AMB ELS SENYALS PRECEPTIUS,RGC,85,2,,2,200,200,200,L,N,0,,13691
"AVANÇAR SENSE OCUPAR DE NOU COM MÉS AVIAT MILLOR I DE FORMA GRADUAL EL SEU CARRIL, DE MANERA QUE S'OBLIGA ELS ALTRES USU ARIS A MODIFICAR LA SEVA TRAJECTÒRIA O VELOCITAT",RGC,85,3,,1,200,200,200,L,N,0,,6008
AVANÇAR I OCUPAR DE NOU EL MATEIX CARRIL SENSE ADVERTIR-HO MITJANÇANT ELS SENYALS PRECEPTIUS ,RGC,85,3,,2,200,200,200,L,N,0,,6009
AVANÇAR POSANT EN PERILL O ENTORPINT A CICLISTES QUE CIRCULEN EN SENTIT CONTRARI ,RGC,85,4,,4,200,200,200,L,N,6,,21599
"NO SITUAR-SE TAN A PROP COM PUGUI DE LA VORA DRETA DE LA CALÇADA, EL CONDUCTOR D'UN VEHICLE, EN ADONAR-SE QUE EL VEHICLE QUE EL SEGUEIX TÉ EL PROPÒSIT D'AVANÇAR",RGC,86,1,,1,200,200,200,L,N,0,,6018
"NO DISMINUIR LA VELOCITAT, EL CONDUCTOR DEL VEHICLE QUE ESTÀ A PUNT DE SER AVANÇAT, UNA VEGADA INICIADA LA MANIOBRA D'AVANÇAMENT, EN PRODUIR-SE UNA SITUACIÓ DE PERILL",RGC,86,2,,3,200,200,200,L,N,0,,6021
NO FACILITAR AL VEHICLE QUE AVANÇA LA TORNADA AL SEU CARRIL QUAN DONI MOSTRES INEQUÍVOQUES DE DESISTIR DE LA MANIOBRA ,RGC,86,2,,4,200,200,200,L,N,0,,6022
AUGMENTAR LA VELOCITAT EL VEHICLE QUE SERÀ AVANÇAT  ,RGC,86,2,,5,200,200,200,L,N,0,,13051
"EFECTUAR MANIOBRES QUE IMPEDEIXEN O DIFICULTEN L'AVANÇAMENT, EL VEHICLE QUE SERÀ AVANÇAT ",RGC,86,2,,6,200,200,200,L,N,0,,13052
"NO DISMINUIR LA VELOCITAT NI APARTAR-SE CAP AL VORAL, SI ÉS PRACTICABLE, EL CONDUCTOR D'UN VEHICLE REGLAMENTÀRIAMENT OBLIGAT A FER-HO, PER FACILITAR L'AVANÇAMENT SENSE PERILL.",RGC,86,3,,1,200,200,200,L,N,0,,5939
"AVANÇAR EN UN REVOLT DE VISIBILITAT REDUÏDA, ENVAINT LA ZONA RESERVADA AL SENTIT CONTRARI ",RGC,87,1,A,4,200,200,200,L,N,4,,14214
"AVANÇAR EN UN CANVI DE RASANT DE VISIBILITAT REDUÏDA, ENVAINT LA ZONA RESERVADA AL SENTIT CONTRARI ",RGC,87,1,A,5,200,200,200,L,N,4,,14215
"AVANÇAR EN UN LLOC O CIRCUMSTÀNCIA EN QUÈ LA VISIBILITAT DISPONIBLE NO ÉS SUFICIENT, ENVAINT LA ZONA RESERVADA AL SENTIT CONTRARI",RGC,87,1,A,6,200,200,200,L,N,4,,14216
AVANÇAR DARRERE D'UN VEHICLE QUE REALITZA LA MATEIXA MA NIOBRA QUAN LES DIMENSIONS DEL VEHICLE QUE L'EFECTUA EN PRI MER LLOC IMPEDEIXEN LA VISIBILITAT DE LA PART DEL DAVANT.,RGC,87,1,A,7,200,200,200,L,N,0,,14217
AVANÇAR EN UN PAS A NIVELL O EN LES SEVES PROXIMITATS.  ,RGC,87,1,B,3,200,200,200,L,N,0,,6011
AVANÇAR EN UN PAS DE VIANANTS SENYALITZAT COM A TAL A UN VEHICLE DE MÉS DE DUES RODES ,RGC,87,1,B,4,200,200,200,L,N,0,,14218
AVANÇAR EN UNA INTERSECCIÓ AMB VIA PER A CICLISTES.  ,RGC,87,1,B,5,200,200,200,L,N,0,,14219
AVANÇAR EN UNA INTERSECCIÓ O EN LES SEVES PROXIMITATS  ,RGC,87,1,C,2,200,200,200,L,N,0,,14220
AVANÇAR EN UN TÚNEL DE VIA AFECTAT PEL SENYAL DE TÚNEL EN QUÈ UNICAMENT ES DISPOSA D'UN CARRIL PEL SENTIT DE CIRCULACIÓ DEL VEHICLE QUE ES PRETÉN AVANÇAR,RGC,87,1,D,4,200,200,200,L,N,4,,14221
AVANÇAR EN UN TRAM DE VIA AFECTAT PEL SENYAL DE TÚNEL EN QUÈ UNICAMENT ES DISPOSA D'UN CARRIL PEL SENTIT DE CIRCULACIÓ DEL VEHICLE QUE ES PRETÉN AVANÇAR,RGC,87,1,D,5,200,200,200,L,N,4,,14222
AVANÇAR EN UN PAS INFERIOR EN EL QUÈ ÚNICAMENT ES DISPOSA D'UN CARRIL PEL SENTIT DE CIRCULACIÓ DEL VEHICLE QUE PRETÉN AVANÇAR,RGC,87,1,D,6,200,200,200,L,N,4,,14223
SUPERAR UN VEHICLE IMMOBILITZAT PER CAUSES ALIENES AL TRÀN SIT DE MANERA QUE S'OCUPA EL CARRIL ESQUERRE DE LA CALÇADA EN UN TRAM ON ESTÀ PROHIBIT AVANÇAR I S'OCASIONA PERILL,RGC,88,1,,1,200,200,200,L,N,0,,6023
SUPERAR UN VEHICLE IMMOBILITZAT PER NECESSITATS DEL TRÀN SIT DE MANERA QUE S'OCUPA EL CARRIL ESQUERRE DE LA CALÇADA EN UN TRAM ON ESTÀ PROHIBIT AVANÇAR,RGC,88,1,,2,200,200,200,L,N,0,,6024
"AVANÇAR AL CONDUCTOR D'UNA UNA BICICLETA,  DE MANERA QUE S'OCUPA EL CARRIL ESQUERRE DE LA CALÇADA EN UN TRAM ON ES TÀ PROHIBIT AVANÇAR, POSANT-LO EN PERILL",RGC,88,1,,3,200,200,200,L,N,0,,6025
"AVANÇAR A UN VIANANT, ANIMAL O VEHICLE DE TRACCIÓ ANIMAL DE MANERA QUE S'OCUPA EL CARRIL ESQUERRE DE LA CALÇADA EN UN TRAM ON ESTÀ PROHIBIT AVANÇAR POSANT-LO EN PERILL.",RGC,88,1,,5,200,200,200,L,N,0,,6027
"AVANÇAR AL CONDUCTOR D'UN CICLE, DE MANERA QUE S'OCUPA EL CARRIL ESQUERRE DE LA CALÇADA EN UN TRAM ON ESTÀ PROHIBIT AVANÇAR, POSANT-LO EN PERILL",RGC,88,1,,6,200,200,200,L,N,0,,7366
"AVANÇAR AL CONDUCTOR D'UN CICLOMOTOR, DE MANERA QUE S'OCUPA EL CARRIL ESQUERRE DE LA CALÇADA EN UN TRAM ON ESTÀ PROHIBIT AVANÇAR, POSANT-LO EN PERILL",RGC,88,1,,7,200,200,200,L,N,0,,7367
SUPERAR UN OBSTACLE DE MANERA QUE S'OCUPA EL CARRIL DE SENTIT CONTRARI DE LA MARXA I ES CAUSA PERILL ,RGC,89,1,,1,200,200,200,L,N,0,,8488
PARAR EL VEHICLE AL COSTAT ESQUERRE DE LA CALÇADA EN RELA CIÓ AMB EL SENTIT DE LA SEVA MARXA EN VIA URBANA DE DOBLE SENTIT,RGC,90,2,,1,6,100,90,L,N,0,2,9906
ESTACIONAR EL VEHICLE AL COSTAT ESQUERRE DE LA CALÇADA EN RELACIÓ AMB EL SENTIT DE LA SEVA MARXA EN VIA URBANA DE DOBLE SENTIT,RGC,90,2,,2,6,100,90,L,N,0,2,9907
ESTACIONAR EL VEHICLE SEPARAT DEL MARGE DRET DE LA CALÇADA EN UNA VIA URBANA DE DOBLE SENTIT ,RGC,90,2,,3,6,100,90,L,N,0,2,16858
PARAR UN VEHICLE DE MANERA QUE CONSTITUEIX UN RISC PER ALTRES USUARIS. ,RGC,91,1,,5,200,200,200,L,N,0,2,12116
ESTACIONAR UN VEHICLE DE MANERA QUE CONSTITUEIX UN RISC PER ALS ALTRES USUARIS. ,RGC,91,1,,6,200,200,200,L,N,0,2,12117
PARAR EL VEHICLE OBSTACULITZANT LA CIRCULACIÓ O CREANT PERILL PER A D'ALTRES USUARIS ,RGC,91,1,,7,200,200,200,L,N,0,2,14766
ESTACIONAR EL VEHICLE OBSTACULITZANT LA CIRCULACIÓ O CREANT PERILL PER A D'ALTRES USUARIS ,RGC,91,1,,8,200,200,200,L,N,0,2,14767
PARAR EL VEHICLE OBSTACULITZANT LA CIRCULACIÓ  ,RGC,91,1,,9,6,100,90,L,N,0,2,17157
ESTACIONAR EL VEHICLE OBSTACULITZANT LA CIRCULACIÓ  ,RGC,91,1,,10,6,100,90,L,N,0,2,19383
ESTACIONAR EL VEHICLE DE FORMA QUE NO PERMETI EL PAS D'ALTRES VEHICLES ,RGC,91,2,,1,200,200,200,L,N,0,2,24531
PARAR UN VEHICLE DE MANERA QUE IMPEDEIXI INCORPORAR-SE A LA CIRCULACIÓ A UN ALTRE VEHICLE PARAT O ESTACIONAT DE GUDAMENT A LA VIA URBANA,RGC,91,2,,2,200,200,200,L,N,0,2,24532
"PARAR UN VEHICLE DE MANERA QUE IMPEDEIXI LA SORTIDA O L'ACCÉS A UN IMMOBLE DE PERSONES O ANIMALS, O DE VEHICLES EN UN GUAL SENYALITZAT CORRECTAMENT",RGC,91,2,,3,200,200,200,L,N,0,2,24533
"ESTACIONAR UN VEHICLE DE MANERA QUE IMPEDEIXI LA SORTIDA O L'ACCÉS A UN IMMOBLE DE PERSONES O ANIMALS, O DE VEHICLES EN UN GUAL SENYALITZAT CORRECTAMENT",RGC,91,2,,4,200,200,200,L,N,0,2,24534
PARAR UN VEHICLE DE MANERA QUE S'OBSTACULITZI LA NORMAL UTILITZACIÓ DE LES VORERES REBAIXADES PER A PERSONES AMB DISCAPACITAT,RGC,91,2,,5,200,200,200,L,N,0,2,24535
ESTACIONAR UN VEHICLE DE MANERA QUE S'OBSTACULITZI LA NOR MAL UTILITZACIÓ DE LES VORERES REBAIXADES PER A PERSONES AMB DISCAPACITAT,RGC,91,2,,6,200,200,200,L,N,0,2,24536
"PARAR EL VEHICLE A LES MEDIANES, SEPARACIONS, ILLETES O ALTRES ELEMENTS DE CANALITZACIÓ DEL TRÀNSIT ",RGC,91,2,,7,200,200,200,L,N,0,2,24537
ESTACIONAR EL VEHICLE EN UNA ZONA RESERVADA A CÀRREGA I DESCÀRREGA DURANT LES HORES D'UTILITZACIÓ ,RGC,91,2,,8,200,200,200,L,N,0,2,24538
ESTACIONAR UN VEHICLE EN DOBLE FILA SENSE CONDUCTOR  ,RGC,91,2,,9,200,200,200,L,N,0,2,24539
"ESTACIONAR EL VEHICLE EN UNA PARADA DE TRANSPORT PÚBLIC, SENYALITZADA I DELIMITADA ",RGC,91,2,,10,200,200,200,L,N,0,2,24540
ESTACIONAR EL VEHICLE AL MIG DE LA CALÇADA  ,RGC,91,2,,11,200,200,200,L,N,0,2,24551
"ESTACIONAR EL VEHICLE CONSTITUINT UN PERILL O OBSTACULITZANT GREUMENT EL TRÀNSIT DE VIANANTS, VEHICLES O ANIMALS ",RGC,91,2,,12,200,200,200,L,N,0,2,24561
"ESTACIONAR EL VEHICLE A LES MEDIANES, SEPARACIONS, ILLETES O ALTRES ELEMENTS DE CANALITZACIÓ DEL TRÀNSIT ",RGC,91,2,,13,200,200,200,L,N,0,2,24621
ESTACIONAR UN VEHICLE DE MANERA QUE IMPEDEIXI INCORPORAR-SE A LA CIRCULACIÓ A UN ALTRE VEHICLE PARAT O ESTACIONAT DEGUDAMENT A LA VIA URBANA,RGC,91,2,,14,200,200,200,L,N,0,2,24641
ESTACIONAR EL VEHICLE EN ESPAIS RESERVATS EXPRESSAMENT A SERVEIS D'URGÈNCIA I SEGURETAT ,RGC,91,2,,15,200,200,200,L,N,0,2,24651
"ESTACIONAR EL VEHICLE EN ESPAIS PROHIBITS EN VIA PÚBLICA QUALIFICADA D'ATENCIÓ PREFERENT, ESPECÍFICAMENT SENYALITZATS ",RGC,91,2,,16,200,200,200,L,N,0,2,24661
PARAR EN UN LLOC ON LA DISTÀNCIA ENTRE EL VEHICLE I LA VORA OPOSADA DE LA CALÇADA O UNA MARCA LONGITUDINAL SOBRE ELLA QUE INDIQUI PROHIBICIÓ DE TRAVESSAR-LA SIGUI INFERIOR A 3M,RGC,91,2,,17,200,200,200,L,N,0,2,24671
ESTACIONAR EN LLOC ON LA DISTÀNCIA ENTRE EL VEHICLE I LA VOR A OPOSADA DE LA CALÇADA O UNA MARCA LONGITUDINAL SOBRE ELLA QUE INDIQUI PROHIBICIÓ DE TRAVESSAR-LA SIGUI INFERIOR A 3M,RGC,91,2,,18,200,200,200,L,N,0,2,24672
PARAR EL VEHICLE DE FORMA QUE NO PERMETI EL PAS D'ALTRES VEHICLES ,RGC,91,2,,19,200,200,200,L,N,0,2,24673
PARAR UN VEHICLE DE MANERA QUE S'IMPEDEIXI EL GIR AUTORITZAT PEL SENYAL CORRESPONENT ,RGC,91,2,,20,200,200,200,L,N,0,2,24674
ESTACIONAR UN VEHICLE DE MANERA QUE S'IMPEDEIXI EL GIR AUTORITZAT PEL SENYAL CORRESPONENT ,RGC,91,2,,21,200,200,200,L,N,0,2,24675
"PARAR EL VEHICLE SOBRE LA VORERA OBSTACULITZANT GREUMENT EL PAS DELS VIANANTS PER LA MATEIXA, OBLIGANT-LOS A TRANSITAR PER LA CALÇADA AMB RISC PER A LA SEVA INTEGRITAT",RGC,91,2,,22,200,200,200,L,N,0,2,24676
"ESTACIONAR EL VEHICLE SOBRE LA VORERA OBSTACULITZANT GREUMENT EL PAS DELS VIANANTS PER LA MATEIXA, OBLIGANT-LOS A TRANSITAR PER LA CALÇADA AMB RISC PER A LA SEVA INTEGRITAT",RGC,91,2,,23,200,200,200,L,N,0,2,24677
"PARAR EL VEHICLE CONSTITUINT UN PERILL O OBSTACULITZANT GREUMENT EL TRÀNSIT DE VIANANTS, VEHICLES O ANIMALS ",RGC,91,2,,24,200,200,200,L,N,0,2,24678
PARAR EL VEHICLE SENSE SITUAR-LO PARAL.LELAMENT A LA VORA DE LA CALÇADA. ,RGC,92,1,,1,6,100,90,L,N,0,2,6034
ESTACIONAR EL VEHICLE SENSE SITUAR-LO PARAL.LELAMENT A LA VORA DE LA CALÇADA. ,RGC,92,1,,2,6,100,90,L,N,0,2,6035
PARAR EL VEHICLE DE MANERA QUE NO PERMET LA MILLOR UTI LITZACIÓ DE L'ESPAI DISPONIBLE QUE QUEDA. ,RGC,92,2,,1,6,100,90,L,N,0,2,6036
ESTACIONAR EL VEHICLE DE MANERA QUE NO PERMET LA MILLOR UTILITZACIÓ DE L'ESPAI DISPONIBLE QUE QUEDA. ,RGC,92,2,,2,6,100,90,L,N,0,2,6037
"ABANDONAR EL SEU LLOC, EL CONDUCTOR D'UN VEHICLE, SENSE ADOPTAR LES MESURES REGLAMENTÀRIES PER EVITAR QUE EL VE HICLE ES POSI EN MOVIMENT.",RGC,92,3,,1,6,100,90,L,N,0,2,6038
PARAR EN UN REVOLT DE VISIBILITAT REDUÏDA  ,RGC,94,1,A,8,200,200,200,L,N,0,2,13055
PARAR EN UN TÚNEL  ,RGC,94,1,A,9,200,200,200,L,N,0,2,13060
PARAR EL VEHICLE EN UN PAS INFERIOR  ,RGC,94,1,A,11,200,200,200,L,N,0,2,13067
"PARAR EN UN CANVI DE RASANT DE VISIBILITAT REDUÏDA, O EN LES SEVES PROXIMITATS ",RGC,94,1,A,12,200,200,200,C,N,0,2,13080
PARAR EL VEHICLE EN PAS DE VIANANTS  ,RGC,94,1,B,5,200,200,200,L,N,0,2,13068
PARAR EL VEHICLE EN PAS RESERVAT A CICLISTES  ,RGC,94,1,B,6,200,200,200,L,N,0,2,14231
PARAR EN UN CARRIL O PART DE LA VIA RESERVADA EXCLUSIVAMENT PER A LA CIRCULACIÓ DE DETERMINATS USUARIS ,RGC,94,1,C,5,6,100,90,L,N,0,2,19172
PARAR EN UN CARRIL O PART DE LA VIA RESERVADA EXCLUSIVAMENT PER AL SERVEI DE DETERMINATS USUARIS ,RGC,94,1,C,6,6,100,90,L,N,0,2,19173
PARAR EL VEHICLE EN CRUÏLLA O EN LES SEVES PROXIMITATS DIFICULTANT EL GIR A ALTRES VEHICLES ,RGC,94,1,D,1,200,200,200,L,N,0,2,5553
"PARAR EL VEHICLE EN LA CRUÏLLA INDICADA, GENERANT PERILL PER MANCA DE VISIBILITAT ",RGC,94,1,D,3,200,200,200,L,N,0,2,13065
PARAR EL VEHICLE OBLIGANT ALS ALTRES USUARIS A FER MANIOBRES  ,RGC,94,1,F,5,200,200,200,L,N,0,2,5552
PARAR EL VEHICLE EN LLOC ON S'IMPEDEIX LA VISIBILITAT DE LA SENYALITZACIÓ ALS USUARIS A QUI ELS AFECTA ,RGC,94,1,F,6,200,200,200,L,N,0,2,5554
PARAR EL VEHICLE EN CARRIL DESTINAT A L'ÚS EXCLUSIU DEL TRANSPORT PÚBLIC URBÀ ,RGC,94,1,H,5,200,200,200,L,N,0,2,13077
PARAR EL VEHICLE EN CARRIL RESERVAT PER A LES BICICLETES ,RGC,94,1,H,6,200,200,200,L,N,0,2,14232
PARAR EL VEHICLE EN ZONA DESTINADA PER A L'ESTACIONAMENT D'ÚS EXCLUSIU DEL TRANSPORT PÚBLIC URBÀ ,RGC,94,1,I,1,200,200,200,L,N,0,2,5555
PARAR EL VEHICLE EN ZONA DESTINADA PER A LA PARADA D'ÚS EXCLUSIU DEL TRANSPORT PÚBLIC URBÀ ,RGC,94,1,I,2,200,200,200,L,N,0,2,7090
PARAR EL VEHICLE EN UNA ZONA SENYALITZADA PER A L'ÚS EXCLUSIU DE PERSONES AMB DISCAPACITAT ,RGC,94,1,J,2,200,200,200,L,N,0,2,14233
"ESTACIONAR EL VEHICLE EN LA CRUÏLLA INDICADA, GENERANT PE RILL PER MANCA DE VISIBILITAT ",RGC,94,2,,2,200,200,200,L,N,0,2,13069
ESTACIONAR EL VEHICLE OBLIGANT ALS ALTRES USUARIS A FER MANIOBRES ,RGC,94,2,A,1,200,200,200,L,N,0,2,5547
ESTACIONAR EL VEHICLE EN ZONA DESTINADA A PARADA D'ÚS EXCLUSIU DEL TRANSPORT PÚBLIC URBÁ ,RGC,94,2,A,2,200,200,200,L,N,0,2,7005
"ESTACIONAR EL VEHICLE EN CRUÏLLA O EN LES SEVES PROXIMITATS, DIFICULTANT EL GIR A  ALTRES VEHICLES ",RGC,94,2,A,3,200,200,200,L,N,0,2,5548
ESTACIONAR EL VEHICLE EN ZONA DESTINADA PER A ESTACIONA MENT D'ÚS EXCLUSIU DEL TRANSPORT PÚBLIC URBÀ ,RGC,94,2,A,7,200,200,200,L,N,0,2,5550
ESTACIONAR EL VEHICLE EN LLOC ON S'IMPEDEIX LA VISIBILITAT DE LA SENYALITZACIÓ ALS USUARIS A QUI ELS AFECTA ,RGC,94,2,A,20,200,200,200,L,N,0,2,13070
ESTACIONAR EL VEHICLE EN PAS DE VIANANTS  ,RGC,94,2,A,21,200,200,200,L,N,0,2,13071
ESTACIONAR EL VEHICLE EN UN PAS INFERIOR  ,RGC,94,2,A,23,200,200,200,C,N,0,2,13073
ESTACIONAR EL VEHICLE EN CARRIL DESTINAT A L'ÚS EXCLUSIU DEL TRANSPORT PÚBLIC URBÀ ,RGC,94,2,A,24,200,200,200,L,N,0,2,13074
ESTACIONAR EN UN TÚNEL  ,RGC,94,2,A,25,200,200,200,L,N,0,2,13075
ESTACIONAR EN UN REVOLT DE VISIBILITAT REDUÏDA  ,RGC,94,2,A,27,200,200,200,L,N,0,2,13078
"ESTACIONAR EN UN CANVI DE RASANT DE VISIBILITAT REDUÏDA, O EN LES SEVES PROXIMITATS ",RGC,94,2,A,28,200,200,200,L,N,0,2,13079
ESTACIONAR EL VEHICLE EN ZONA SENYALITZADA PER A L'ÚS EXCLUSIU DE PERSONES AMB DISCAPACITAT ,RGC,94,2,A,29,200,200,200,L,N,0,2,14234
ESTACIONAR EL VEHICLE EN PAS DE CICLISTES  ,RGC,94,2,A,30,200,200,200,L,N,0,2,14235
ESTACIONAR EL VEHICLE EN CARRIL RESERVAT PER A LES BICICLETES ,RGC,94,2,A,31,200,200,200,L,N,0,2,14236
ESTACIONAR EL VEHICLE EN CARRIL O PART DE LA VIA RESER VADA EXCLUSIVAMENT PER AL SERVEI DE DETERMINATS USUARIS,RGC,94,2,A,32,200,200,200,L,N,0,2,14765
ESTACIONAR EN UN CARRIL O PART DE LA VIA RESERVAT EXCLUSIVAMENT PER A LA CIRCULACIÓ DE DETERMINATS USUARIS,RGC,94,2,A,34,6,100,90,L,N,0,2,15693
ESTACIONAR EL VEHICLE EN CARRIL O PART DE LA VIA RESER VADA EXCLUSIVAMENT PER AL SERVEI DE DETERMINATS USUARIS,RGC,94,2,A,35,6,100,90,L,N,0,2,17923
ESTACIONAR EN UN CARRIL O PART DE LA VIA RESERVAT EXCLUSIVAMENT PER A LA CIRCULACIÓ DE DETERMINATS USUARIS,RGC,94,2,A,36,200,200,200,L,N,0,2,17924
"ESTACIONAR EN EL LLOC HABILITAT PER L'AUTORITAT MUNICIPAL COM D'ESTACIONAMENT AMB LIMITACIÓ HORÀRIA, SENSE COL.LOCAR EL DISTINTIU QUE L'AUTORITZA",RGC,94,2,B,1,6,100,90,L,N,0,2,5607
"ESTACIONAR EN EL LLOC HABILITAT COM D'ESTACIONAMENT AMB LIMITACIÓ HORÀRIA, EXCEDINT EL TEMPS MÁXIM PERMÈS PER L'ORDENANÇA MUNICIPAL",RGC,94,2,B,2,6,100,90,L,N,0,2,5608
ESTACIONAR EL VEHICLE EN ZONA SENYALITZADA PER A CÀRREGA I DESCÀRREGA ,RGC,94,2,C,1,6,100,90,L,N,0,2,5562
ESTACIONAR EL VEHICLE RESSENYAT EN UN PASSEIG O RESTA DE ZONES DESTINADES AL PAS DE VIANANTS ,RGC,94,2,E,4,200,200,200,L,N,0,2,14237
ESTACIONAR SOBRE LA VORERA  ,RGC,94,2,E,5,6,100,90,L,N,0,2,14238
"ESTACIONAR SOBRE LA VORERA CREANT PERILL, OBSTACULITZANT GREUMENT LA CIRCULACIÓ, O CONSTITUINT UN RISC PER ALS VIANANTS",RGC,94,2,E,6,200,200,200,L,N,0,2,14239
ESTACIONAR DAVANT D'UN GUAL SENYALITZAT CORRECTAMENT  ,RGC,94,2,F,2,200,200,200,L,N,0,2,14759
ESTACIONAR DAVANT D'UN GUAL SENYALITZAT CORRECTAMENT SENSE OBSTACULITZAR O IMPEDIR L'ACCÉS A UN IMMOBLE ,RGC,94,2,F,3,6,100,90,C,N,0,2,22197
ESTACIONAR EL VEHICLE EN DOBLE FILA  ,RGC,94,2,G,2,200,200,200,L,N,0,2,14240
ENTRAR EN UN TÚNEL O EN UN PAS INFERIOR QUAN ELS SEMÀFORS INPEDEIXEN EL PAS. ,RGC,96,3,,1,6,100,90,L,N,0,,6044
"NO ADOPTAR, EL CONDUCTOR D'UN VEHICLE DETINGUT EN UN PAS A NIVELL PER RAONS DE FORÇA MAJOR, LES MESURES ADEQUADES PER DESATLLOJAR-NE RAPIDAMENT ELS OCUPANTS.",RGC,97,1,,1,6,100,90,L,N,0,,6045
"NO ADOPTAR, EL CONDUCTOR D'UN VEHICLE, QUAN ES PRODUEIX LA CAIGUDA DE CÀRREGA DINTRE D'UN PAS A NIVELL, LES MESURES PER DEIXAR EL PAS LLIURE EN EL MÍNIM DE TEMPS POSSIBLE.",RGC,97,1,,2,6,100,90,L,N,0,,6046
NO ADOPTAR IMMEDIATAMENT EL CONDUCTOR D'UN VEHICLE TOTES LES MESURES AL SEU ABAST PER ADVERTIR A LA RESTA D'USUARIS QUE S'APROXIMEN L'EXISTÈNCIA DEL VEHICLE DETINGUT EN EL PAS,RGC,97,1,,3,6,100,90,L,N,0,,6047
NO ADOPTAR IMMEDIATAMENT EL CONDUCTOR D'UN VEHICLE TOTES LES MESURES AL SEU ABAST PER ADVERTIR A LA RESTA D'USUARIS QUE S'APROXIMEN L'EXISTÈNCIA DE CAIGUDA DE CÀRREGA EN PAS,RGC,97,1,,4,6,100,90,L,N,0,,6048
"NO ADOPTAR, EL CONDUCTOR D'UN VEHICLE DETINGUT EN UN PONT MÒBIL PER RAONS DE FORÇA MAJOR, LES MESURES ADEQUADES PER DESALLOTJAR-NE RÀPIDAMENT ALS OCUPANTS.",RGC,97,2,,1,6,100,90,L,N,0,,6049
"NO ADOPTAR, EL CONDUCTOR D'UN VEHICLE, QUAN ES PRODUEIX LA CAIGUDA DE CARRÈGA DINTRE D'UN PONT MÒBIL, LES MESURES ADE QUADES PER DEIXAR EL PAS LLIURE EN EL MÍNIM TEMPS POSSIBLE.",RGC,97,2,,2,6,100,90,L,N,0,,6050
NO ADOPTAR IMMEDIATAMENT EL CONDUCTOR D'UN VEHICLE TOTES LES MESURES AL SEU ABAST PER ADVERTIR A LA RESTA D'USUARIS QUE S'APROXIMEN L'EXISTÈNCIA D'UN VEHICLE DETINGUT AL PONT,RGC,97,2,,3,6,100,90,L,N,0,,6051
NO ADOPTAR IMMEDIATAMENT EL CONDUCTOR D'UN VEHICLE TOTES LES MESURES AL SEU ABAST PER ADVERTIR A LA RESTA D'USUARIS QUE S'APROXIMEN L'EXISTÈNCIA  DE CAIGUDA DE CÀRREGA AL PONT,RGC,97,2,,4,6,100,90,L,N,0,,6052
"NO SITUAR EL VEHICLE IMMOBILITZAT EL MÉS A LA DRETA POSSIBLE DINS UN TÚNEL O UN PAS INFERIOR ON S'HI PRODUEIX UN INCENDI, DE MANERA QUE OBSTRUEIX EL PAS ALS VEHICLES D'EMERGÈNCIA.",RGC,97,3,,1,6,100,90,L,N,0,,6061
NO APAGAR EL MOTOR EL CONDUCTOR D'UN VEHICLE IMMOBI LITZAT DINS D'UN TÚNEL O UN PAS INFERIOR ON S'HI PRODUEIX UN INCENDI.,RGC,97,3,,2,6,100,90,L,N,0,,6062
NO DEIXAR LES CLAUS DEL VEHICLE POSADES I LES PORTES OBER TES EL CONDUCTOR D'UN VEHICLE IMMOBILITZAT DINS UN TÚNEL O UN PAS INFERIOR ON S'HI PRODUEIX UN INCENDI.,RGC,97,3,,3,6,100,90,L,N,0,,6063
